video_name,video_dataset,previous_frame,current_frame,frequency,exposure,duty_cycle,pattern_id,ssim,ms_ssim,uqi
b21742c2-0e7a2b57.mov,BDD100K,300,301,750,32,40,4,0.6498497081967987,0.7378319539561691,0.92763706239696
b21742c2-0e7a2b57.mov,BDD100K,300,301,750,32,40,2,0.6511471740773601,0.7415544041877289,0.9289518401191611
b21742c2-0e7a2b57.mov,BDD100K,400,401,750,32,40,1,0.6046018763095075,0.7306935365989361,0.9230190217687623
b21742c2-0e7a2b57.mov,BDD100K,400,401,750,32,40,10,0.6027172649176005,0.726483522898739,0.9214408995340202
b21742c2-0e7a2b57.mov,BDD100K,400,401,750,32,40,13,0.6038322616287308,0.7294063217388218,0.9219505545161449
b21742c2-0e7a2b57.mov,BDD100K,400,401,750,32,40,4,0.6046456061956231,0.7308799072326697,0.9234314910400689
b21742c2-0e7a2b57.mov,BDD100K,400,401,750,32,40,2,0.6044381262958035,0.7273300600373264,0.9235688562572162
b21742c2-0e7a2b57.mov,BDD100K,500,501,750,32,40,1,0.5518829329687117,0.683182099472219,0.9143865971086421
b21742c2-0e7a2b57.mov,BDD100K,500,501,750,32,40,10,0.552313402764019,0.6841591089677435,0.9156331980106392
b21742c2-0e7a2b57.mov,BDD100K,500,501,750,32,40,13,0.5522094069622608,0.6837397166674403,0.9149109597400252
b21742c2-0e7a2b57.mov,BDD100K,500,501,750,32,40,4,0.5518774631038612,0.6833813314489544,0.9147624621296946
b21742c2-0e7a2b57.mov,BDD100K,500,501,750,32,40,2,0.5533672722470394,0.6859516170256588,0.9168488412171194
b21742c2-0e7a2b57.mov,BDD100K,600,601,750,32,40,1,0.7569456724894014,0.8318027069238887,0.9494372906188553
b21742c2-0e7a2b57.mov,BDD100K,600,601,750,32,40,10,0.7548443512186767,0.8281432315985406,0.9485333540226012
b21742c2-0e7a2b57.mov,BDD100K,600,601,750,32,40,13,0.7550849575693039,0.8299061380030759,0.948516636435321
b21742c2-0e7a2b57.mov,BDD100K,600,601,750,32,40,4,0.7570948745591227,0.8323344630408892,0.9498267914877069
b21742c2-0e7a2b57.mov,BDD100K,600,601,750,32,40,2,0.7554483069530038,0.8288905488203019,0.9504624653819139
b21742c2-0e7a2b57.mov,BDD100K,700,701,750,32,40,1,0.9132375054063196,0.9142379501165574,0.9513666046279118
b21742c2-0e7a2b57.mov,BDD100K,700,701,750,32,40,10,0.9136128849457315,0.9115671069484929,0.9503350233807529
b21742c2-0e7a2b57.mov,BDD100K,700,701,750,32,40,13,0.913680656806578,0.9142454211517811,0.950669253738398
b21742c2-0e7a2b57.mov,BDD100K,700,701,750,32,40,4,0.9133479350326725,0.9142538803281132,0.9518088389820957
b21742c2-0e7a2b57.mov,BDD100K,700,701,750,32,40,2,0.9155775113166461,0.9132700513250135,0.9528810406058543
b21742c2-0e7a2b57.mov,BDD100K,800,801,750,32,40,1,0.9126695675190039,0.9138336305294603,0.9494339761860145
b21742c2-0e7a2b57.mov,BDD100K,800,801,750,32,40,10,0.9132715352112614,0.9116642741174624,0.9484103205887258
b21742c2-0e7a2b57.mov,BDD100K,800,801,750,32,40,13,0.9133585403570641,0.9141274247808389,0.9488033319341761
b21742c2-0e7a2b57.mov,BDD100K,800,801,750,32,40,4,0.9127872849651717,0.9138753934094633,0.9497833014898797
b21742c2-0e7a2b57.mov,BDD100K,800,801,750,32,40,2,0.9150437587489474,0.9132322785560354,0.9507962391282012
b21742c2-0e7a2b57.mov,BDD100K,900,901,750,32,40,1,0.9164131929639009,0.915157404893095,0.950287517096362
b21742c2-0e7a2b57.mov,BDD100K,900,901,750,32,40,10,0.917073718982135,0.912772872286477,0.9492867047574546
b21742c2-0e7a2b57.mov,BDD100K,900,901,750,32,40,13,0.9170684722244662,0.9152230973225112,0.9496241637545598
b21742c2-0e7a2b57.mov,BDD100K,900,901,750,32,40,4,0.9165325264748344,0.9151631435959564,0.9506368550167057
b21742c2-0e7a2b57.mov,BDD100K,900,901,750,32,40,2,0.919025047764634,0.9144804930147381,0.9516966232118271
b21742c2-0e7a2b57.mov,BDD100K,1000,1001,750,32,40,1,0.9140254084331786,0.9142226689947146,0.9499435103721678
b21742c2-0e7a2b57.mov,BDD100K,1000,1001,750,32,40,10,0.9145114065889834,0.9118379907064585,0.9488664664109451
b21742c2-0e7a2b57.mov,BDD100K,1000,1001,750,32,40,13,0.9146378693137284,0.9142488030353916,0.949188904305371
